
       XFOIL         Version 6.96
  
 Calculated polar for: E63  (4.25%)                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   7.000   1.3883   0.02859   0.02045  -0.1590   0.0044   1.0000
   7.250   1.4067   0.03102   0.02315  -0.1570   0.0042   1.0000
   7.500   1.4260   0.03385   0.02632  -0.1552   0.0042   1.0000
   7.750   1.4443   0.03713   0.03001  -0.1531   0.0041   1.0000
   8.000   1.4595   0.04087   0.03425  -0.1506   0.0041   1.0000
   8.250   1.4698   0.04508   0.03901  -0.1475   0.0042   1.0000
   8.500   1.4745   0.04963   0.04410  -0.1438   0.0043   1.0000
   8.750   1.4740   0.05432   0.04929  -0.1397   0.0044   1.0000
   9.000   1.4667   0.05933   0.05477  -0.1350   0.0044   1.0000
   9.250   1.4536   0.06380   0.05976  -0.1300   0.0045   1.0000
   9.500   1.4361   0.06799   0.06425  -0.1250   0.0045   1.0000
   9.750   1.4171   0.07243   0.06882  -0.1209   0.0046   1.0000
  10.000   1.3974   0.07723   0.07386  -0.1179   0.0046   1.0000
  10.250   1.3770   0.08247   0.07934  -0.1163   0.0046   1.0000
  10.500   1.3548   0.08859   0.08568  -0.1164   0.0047   1.0000
  10.750   1.3334   0.09537   0.09265  -0.1183   0.0047   1.0000
