  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0015                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
 -10.250  -1.0186   0.02350   0.01520  -0.0190   1.0000   0.0662
 -10.000  -1.0068   0.02279   0.01451  -0.0167   1.0000   0.0689
  -9.750  -0.9928   0.02220   0.01387  -0.0146   1.0000   0.0724
  -9.500  -0.9793   0.02160   0.01326  -0.0124   1.0000   0.0758
  -9.250  -0.9658   0.02102   0.01269  -0.0102   1.0000   0.0797
  -9.000  -0.9508   0.02054   0.01215  -0.0081   1.0000   0.0841
  -8.750  -0.9374   0.01999   0.01163  -0.0058   1.0000   0.0888
  -8.500  -0.9218   0.01955   0.01116  -0.0037   1.0000   0.0943
  -8.250  -0.9076   0.01905   0.01070  -0.0015   1.0000   0.1002
  -8.000  -0.8917   0.01865   0.01028   0.0006   1.0000   0.1068
  -7.750  -0.8768   0.01819   0.00987   0.0027   1.0000   0.1141
  -7.500  -0.8609   0.01781   0.00949   0.0047   1.0000   0.1215
  -7.250  -0.8448   0.01743   0.00913   0.0067   1.0000   0.1301
  -7.000  -0.8287   0.01706   0.00880   0.0087   1.0000   0.1392
  -6.750  -0.8042   0.01666   0.00844   0.0090   0.9982   0.1509
  -6.500  -0.7699   0.01623   0.00807   0.0072   0.9942   0.1663
  -6.250  -0.7365   0.01579   0.00771   0.0057   0.9897   0.1839
  -6.000  -0.7027   0.01538   0.00738   0.0040   0.9848   0.2034
  -5.750  -0.6673   0.01500   0.00707   0.0021   0.9807   0.2242
  -5.500  -0.6355   0.01462   0.00678   0.0011   0.9743   0.2438
  -5.250  -0.6000   0.01425   0.00650  -0.0008   0.9698   0.2648
  -5.000  -0.5678   0.01391   0.00624  -0.0018   0.9633   0.2849
  -4.750  -0.5343   0.01360   0.00599  -0.0031   0.9571   0.3057
  -4.500  -0.5021   0.01330   0.00576  -0.0041   0.9501   0.3259
  -4.250  -0.4707   0.01301   0.00554  -0.0048   0.9420   0.3461
  -4.000  -0.4399   0.01273   0.00534  -0.0054   0.9336   0.3668
  -3.750  -0.4094   0.01246   0.00514  -0.0059   0.9244   0.3880
  -3.500  -0.3804   0.01222   0.00497  -0.0060   0.9139   0.4091
  -3.250  -0.3493   0.01198   0.00478  -0.0065   0.9045   0.4310
  -3.000  -0.3220   0.01177   0.00464  -0.0062   0.8916   0.4518
  -2.750  -0.2939   0.01156   0.00449  -0.0061   0.8792   0.4723
  -2.500  -0.2655   0.01136   0.00434  -0.0059   0.8663   0.4924
  -2.250  -0.2381   0.01118   0.00421  -0.0055   0.8518   0.5123
  -2.000  -0.2112   0.01103   0.00410  -0.0050   0.8360   0.5320
  -1.750  -0.1845   0.01089   0.00399  -0.0045   0.8197   0.5519
  -1.500  -0.1578   0.01078   0.00390  -0.0039   0.8027   0.5719
  -1.250  -0.1313   0.01068   0.00382  -0.0033   0.7851   0.5918
  -1.000  -0.1049   0.01060   0.00375  -0.0027   0.7670   0.6117
  -0.750  -0.0786   0.01054   0.00370  -0.0020   0.7485   0.6317
  -0.500  -0.0523   0.01050   0.00366  -0.0014   0.7296   0.6515
  -0.250  -0.0262   0.01047   0.00364  -0.0007   0.7104   0.6713
   0.000   0.0000   0.01046   0.00364   0.0000   0.6910   0.6910
   0.250   0.0262   0.01047   0.00364   0.0007   0.6712   0.7104
   0.500   0.0523   0.01050   0.00366   0.0014   0.6515   0.7296
   0.750   0.0786   0.01054   0.00370   0.0020   0.6316   0.7485
   1.000   0.1049   0.01060   0.00375   0.0027   0.6117   0.7670
   1.250   0.1313   0.01068   0.00382   0.0033   0.5918   0.7851
   1.500   0.1578   0.01078   0.00390   0.0039   0.5720   0.8027
   1.750   0.1845   0.01089   0.00399   0.0045   0.5520   0.8197
   2.000   0.2112   0.01103   0.00410   0.0050   0.5320   0.8360
   2.250   0.2380   0.01118   0.00421   0.0055   0.5123   0.8518
   2.500   0.2655   0.01136   0.00434   0.0059   0.4924   0.8663
   2.750   0.2939   0.01156   0.00449   0.0061   0.4722   0.8792
   3.000   0.3220   0.01177   0.00464   0.0062   0.4518   0.8916
   3.250   0.3493   0.01198   0.00478   0.0065   0.4310   0.9045
   3.500   0.3804   0.01222   0.00497   0.0060   0.4091   0.9139
   3.750   0.4094   0.01246   0.00514   0.0059   0.3880   0.9244
   4.000   0.4399   0.01273   0.00534   0.0054   0.3668   0.9337
   4.250   0.4707   0.01301   0.00554   0.0048   0.3461   0.9420
   4.500   0.5021   0.01330   0.00576   0.0041   0.3259   0.9501
   4.750   0.5343   0.01360   0.00599   0.0031   0.3057   0.9571
   5.000   0.5678   0.01391   0.00624   0.0018   0.2849   0.9633
   5.250   0.6000   0.01425   0.00650   0.0008   0.2647   0.9698
   5.500   0.6355   0.01461   0.00677  -0.0011   0.2438   0.9743
   5.750   0.6673   0.01499   0.00707  -0.0021   0.2242   0.9808
   6.000   0.7028   0.01538   0.00738  -0.0041   0.2034   0.9848
   6.250   0.7366   0.01579   0.00771  -0.0057   0.1839   0.9897
   6.500   0.7699   0.01622   0.00806  -0.0072   0.1663   0.9942
   6.750   0.8042   0.01666   0.00844  -0.0090   0.1508   0.9983
   7.000   0.8286   0.01705   0.00879  -0.0087   0.1392   1.0000
   7.250   0.8447   0.01743   0.00913  -0.0067   0.1302   1.0000
   7.500   0.8608   0.01781   0.00949  -0.0047   0.1215   1.0000
   7.750   0.8767   0.01819   0.00987  -0.0027   0.1140   1.0000
   8.000   0.8916   0.01865   0.01028  -0.0005   0.1068   1.0000
   8.250   0.9075   0.01905   0.01070   0.0015   0.1002   1.0000
   8.500   0.9218   0.01955   0.01116   0.0037   0.0943   1.0000
   8.750   0.9374   0.01998   0.01163   0.0058   0.0888   1.0000
   9.000   0.9508   0.02054   0.01215   0.0081   0.0841   1.0000
   9.250   0.9658   0.02102   0.01268   0.0102   0.0797   1.0000
   9.500   0.9794   0.02160   0.01325   0.0124   0.0758   1.0000
   9.750   0.9930   0.02220   0.01387   0.0146   0.0723   1.0000
  10.000   1.0070   0.02279   0.01450   0.0167   0.0689   1.0000
  10.250   1.0189   0.02350   0.01521   0.0189   0.0662   1.0000
  10.500   1.0302   0.02417   0.01592   0.0213   0.0638   1.0000
  10.750   1.0409   0.02487   0.01669   0.0237   0.0615   1.0000
  11.000   1.0510   0.02567   0.01752   0.0259   0.0597   1.0000
  11.250   1.0596   0.02663   0.01848   0.0281   0.0581   1.0000
  11.500   1.0696   0.02760   0.01952   0.0300   0.0567   1.0000
  11.750   1.0801   0.02860   0.02061   0.0316   0.0552   1.0000
  12.000   1.0899   0.02970   0.02177   0.0331   0.0538   1.0000
  12.250   1.0988   0.03091   0.02303   0.0345   0.0525   1.0000
  12.500   1.1062   0.03229   0.02445   0.0358   0.0515   1.0000
  12.750   1.1126   0.03384   0.02604   0.0369   0.0505   1.0000
  13.000   1.1209   0.03532   0.02764   0.0378   0.0496   1.0000
  13.250   1.1282   0.03696   0.02938   0.0385   0.0487   1.0000
  13.500   1.1346   0.03873   0.03124   0.0391   0.0479   1.0000
  13.750   1.1404   0.04062   0.03322   0.0395   0.0471   1.0000
  14.000   1.1454   0.04265   0.03533   0.0397   0.0463   1.0000
  14.250   1.1494   0.04483   0.03758   0.0398   0.0457   1.0000
  14.500   1.1525   0.04717   0.03996   0.0397   0.0450   1.0000
  14.750   1.1550   0.04962   0.04245   0.0396   0.0444   1.0000
  15.000   1.1572   0.05225   0.04524   0.0392   0.0438   1.0000
  15.250   1.1582   0.05506   0.04819   0.0386   0.0432   1.0000
  15.500   1.1583   0.05802   0.05128   0.0380   0.0427   1.0000
  15.750   1.1575   0.06117   0.05456   0.0371   0.0421   1.0000
  16.000   1.1557   0.06451   0.05802   0.0361   0.0416   1.0000
  16.250   1.1532   0.06803   0.06164   0.0348   0.0411   1.0000
  16.500   1.1504   0.07168   0.06540   0.0334   0.0407   1.0000
  16.750   1.1474   0.07543   0.06923   0.0319   0.0402   1.0000
  17.000   1.1445   0.07920   0.07308   0.0304   0.0398   1.0000
  17.250   1.1420   0.08292   0.07685   0.0288   0.0394   1.0000
  17.500   1.1397   0.08661   0.08059   0.0274   0.0390   1.0000
  17.750   1.1274   0.09229   0.08647   0.0245   0.0386   1.0000
  18.000   1.1130   0.09845   0.09284   0.0212   0.0383   1.0000
  18.250   1.0962   0.10522   0.09980   0.0175   0.0380   1.0000
  18.500   1.0753   0.11301   0.10780   0.0130   0.0377   1.0000
  18.750   1.0476   0.12239   0.11741   0.0074   0.0374   1.0000
