  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 65(2)-215                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  10.250   1.0780   0.01904   0.01268  -0.0109   0.0131   0.8414
  10.500   1.0917   0.01969   0.01342  -0.0093   0.0129   0.8521
  10.750   1.1049   0.02037   0.01418  -0.0078   0.0128   0.8643
  11.000   1.1180   0.02106   0.01496  -0.0063   0.0126   0.8782
  11.250   1.1310   0.02172   0.01572  -0.0048   0.0123   0.8951
  11.500   1.1422   0.02246   0.01656  -0.0031   0.0121   0.9164
  11.750   1.1552   0.02323   0.01745  -0.0018   0.0119   0.9493
  12.000   1.1756   0.02417   0.01848  -0.0024   0.0117   1.0000
  12.250   1.1884   0.02514   0.01949  -0.0015   0.0116   1.0000
  12.500   1.2012   0.02613   0.02051  -0.0005   0.0114   1.0000
  12.750   1.2133   0.02718   0.02161   0.0004   0.0112   1.0000
  13.000   1.2244   0.02833   0.02280   0.0013   0.0110   1.0000
  13.250   1.2352   0.02952   0.02404   0.0022   0.0109   1.0000
  13.500   1.2446   0.03086   0.02543   0.0031   0.0108   1.0000
  13.750   1.2504   0.03252   0.02715   0.0041   0.0105   1.0000
  14.000   1.2565   0.03418   0.02889   0.0050   0.0104   1.0000
  14.250   1.2649   0.03570   0.03047   0.0057   0.0104   1.0000
  14.500   1.2732   0.03727   0.03211   0.0063   0.0103   1.0000
  14.750   1.2812   0.03889   0.03381   0.0069   0.0102   1.0000
  15.000   1.2896   0.04052   0.03551   0.0073   0.0101   1.0000
  15.250   1.2960   0.04239   0.03746   0.0077   0.0101   1.0000
  15.500   1.3026   0.04429   0.03945   0.0080   0.0099   1.0000
  15.750   1.3105   0.04609   0.04131   0.0082   0.0098   1.0000
  16.000   1.3139   0.04841   0.04373   0.0084   0.0097   1.0000
  16.250   1.3188   0.05063   0.04603   0.0084   0.0097   1.0000
  16.500   1.3244   0.05284   0.04832   0.0082   0.0095   1.0000
  16.750   1.3260   0.05557   0.05114   0.0081   0.0095   1.0000
  17.000   1.3284   0.05826   0.05392   0.0077   0.0094   1.0000
  17.250   1.3292   0.06125   0.05701   0.0072   0.0093   1.0000
  17.500   1.3319   0.06408   0.05992   0.0066   0.0092   1.0000
  17.750   1.3294   0.06767   0.06362   0.0057   0.0091   1.0000
  18.000   1.3274   0.07130   0.06736   0.0046   0.0091   1.0000
  18.250   1.3269   0.07483   0.07098   0.0034   0.0090   1.0000
  18.500   1.3230   0.07896   0.07522   0.0019   0.0090   1.0000
  18.750   1.3189   0.08327   0.07962   0.0002   0.0089   1.0000
  19.000   1.3118   0.08816   0.08464  -0.0019   0.0089   1.0000
  19.250   1.3089   0.09252   0.08909  -0.0040   0.0087   1.0000
