  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0015                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -8.500  -0.8854   0.02475   0.01513  -0.0100   1.0000   0.1308
  -8.250  -0.8725   0.02407   0.01449  -0.0078   1.0000   0.1388
  -8.000  -0.8580   0.02347   0.01388  -0.0057   1.0000   0.1484
  -7.750  -0.8440   0.02287   0.01332  -0.0035   1.0000   0.1587
  -7.500  -0.8298   0.02229   0.01280  -0.0014   1.0000   0.1697
  -7.250  -0.8149   0.02176   0.01229   0.0007   1.0000   0.1820
  -7.000  -0.7996   0.02126   0.01182   0.0027   1.0000   0.1954
  -6.750  -0.7840   0.02079   0.01138   0.0047   1.0000   0.2099
  -6.500  -0.7683   0.02034   0.01097   0.0067   1.0000   0.2251
  -6.250  -0.7524   0.01991   0.01060   0.0086   1.0000   0.2409
  -6.000  -0.7361   0.01951   0.01027   0.0105   1.0000   0.2575
  -5.750  -0.7193   0.01914   0.00996   0.0123   1.0000   0.2746
  -5.500  -0.7021   0.01881   0.00968   0.0140   1.0000   0.2923
  -5.250  -0.6846   0.01850   0.00943   0.0157   1.0000   0.3103
  -5.000  -0.6668   0.01822   0.00923   0.0172   1.0000   0.3287
  -4.750  -0.6297   0.01791   0.00901   0.0150   0.9938   0.3531
  -4.500  -0.5934   0.01764   0.00879   0.0129   0.9868   0.3780
  -4.250  -0.5558   0.01738   0.00862   0.0107   0.9802   0.4030
  -4.000  -0.5205   0.01713   0.00846   0.0090   0.9721   0.4279
  -3.750  -0.4845   0.01690   0.00830   0.0072   0.9643   0.4530
  -3.500  -0.4477   0.01667   0.00817   0.0054   0.9564   0.4777
  -3.250  -0.4130   0.01646   0.00803   0.0040   0.9475   0.5019
  -3.000  -0.3749   0.01624   0.00789   0.0020   0.9399   0.5261
  -2.750  -0.3429   0.01604   0.00778   0.0014   0.9292   0.5486
  -2.500  -0.3054   0.01583   0.00764  -0.0003   0.9214   0.5725
  -2.250  -0.2758   0.01565   0.00753  -0.0004   0.9086   0.5947
  -2.000  -0.2438   0.01548   0.00743  -0.0008   0.8972   0.6166
  -1.750  -0.2093   0.01529   0.00733  -0.0016   0.8868   0.6386
  -1.500  -0.1802   0.01516   0.00726  -0.0014   0.8725   0.6598
  -1.250  -0.1501   0.01503   0.00719  -0.0013   0.8585   0.6811
  -1.000  -0.1195   0.01491   0.00712  -0.0012   0.8443   0.7021
  -0.750  -0.0890   0.01480   0.00704  -0.0011   0.8297   0.7226
  -0.500  -0.0585   0.01473   0.00699  -0.0008   0.8143   0.7421
  -0.250  -0.0293   0.01469   0.00697  -0.0004   0.7970   0.7610
   0.000   0.0000   0.01468   0.00697   0.0000   0.7793   0.7793
   0.250   0.0293   0.01469   0.00697   0.0004   0.7610   0.7970
   0.500   0.0585   0.01473   0.00699   0.0008   0.7421   0.8143
   0.750   0.0889   0.01480   0.00704   0.0011   0.7226   0.8297
   1.000   0.1195   0.01491   0.00712   0.0012   0.7021   0.8443
   1.250   0.1501   0.01503   0.00719   0.0013   0.6811   0.8585
   1.500   0.1802   0.01515   0.00726   0.0014   0.6598   0.8725
   1.750   0.2093   0.01529   0.00733   0.0016   0.6386   0.8868
   2.000   0.2438   0.01548   0.00743   0.0008   0.6166   0.8972
   2.250   0.2757   0.01565   0.00753   0.0004   0.5947   0.9087
   2.500   0.3054   0.01583   0.00764   0.0003   0.5725   0.9214
   2.750   0.3429   0.01604   0.00778  -0.0014   0.5487   0.9292
   3.000   0.3749   0.01624   0.00789  -0.0020   0.5261   0.9399
   3.250   0.4130   0.01646   0.00803  -0.0040   0.5019   0.9475
   3.500   0.4477   0.01667   0.00817  -0.0054   0.4777   0.9565
   3.750   0.4844   0.01690   0.00830  -0.0072   0.4530   0.9644
   4.000   0.5205   0.01713   0.00845  -0.0090   0.4280   0.9721
   4.250   0.5558   0.01738   0.00862  -0.0107   0.4030   0.9803
   4.500   0.5934   0.01764   0.00879  -0.0129   0.3780   0.9868
   4.750   0.6298   0.01791   0.00900  -0.0150   0.3531   0.9939
   5.000   0.6667   0.01822   0.00922  -0.0172   0.3288   1.0000
   5.250   0.6845   0.01850   0.00943  -0.0156   0.3103   1.0000
   5.500   0.7020   0.01881   0.00967  -0.0140   0.2923   1.0000
   5.750   0.7192   0.01914   0.00996  -0.0123   0.2746   1.0000
   6.000   0.7359   0.01950   0.01026  -0.0105   0.2575   1.0000
   6.250   0.7523   0.01990   0.01060  -0.0086   0.2409   1.0000
   6.500   0.7682   0.02033   0.01097  -0.0067   0.2252   1.0000
   6.750   0.7839   0.02078   0.01138  -0.0047   0.2099   1.0000
   7.000   0.7995   0.02126   0.01181  -0.0027   0.1954   1.0000
   7.250   0.8148   0.02176   0.01228  -0.0007   0.1820   1.0000
   7.500   0.8297   0.02229   0.01279   0.0014   0.1697   1.0000
   7.750   0.8440   0.02287   0.01332   0.0035   0.1587   1.0000
   8.000   0.8580   0.02347   0.01388   0.0057   0.1484   1.0000
   8.250   0.8725   0.02407   0.01449   0.0078   0.1388   1.0000
   8.500   0.8854   0.02475   0.01513   0.0100   0.1308   1.0000
   8.750   0.8992   0.02541   0.01582   0.0121   0.1228   1.0000
   9.000   0.9119   0.02616   0.01655   0.0143   0.1162   1.0000
   9.250   0.9250   0.02690   0.01732   0.0164   0.1098   1.0000
   9.500   0.9366   0.02776   0.01815   0.0187   0.1046   1.0000
   9.750   0.9495   0.02858   0.01905   0.0207   0.0994   1.0000
  10.000   0.9596   0.02951   0.01994   0.0229   0.0953   1.0000
  10.250   0.9706   0.03044   0.02095   0.0251   0.0912   1.0000
  10.500   0.9799   0.03139   0.02195   0.0274   0.0875   1.0000
  10.750   0.9877   0.03244   0.02298   0.0296   0.0847   1.0000
  11.000   0.9975   0.03359   0.02421   0.0315   0.0819   1.0000
  11.250   1.0074   0.03479   0.02551   0.0333   0.0792   1.0000
  11.500   1.0163   0.03603   0.02680   0.0349   0.0768   1.0000
  11.750   1.0247   0.03735   0.02811   0.0364   0.0749   1.0000
  12.000   1.0334   0.03882   0.02969   0.0377   0.0729   1.0000
  12.250   1.0411   0.04040   0.03142   0.0390   0.0709   1.0000
  12.500   1.0482   0.04203   0.03315   0.0401   0.0691   1.0000
  12.750   1.0550   0.04371   0.03490   0.0410   0.0676   1.0000
  13.000   1.0625   0.04541   0.03663   0.0418   0.0664   1.0000
  13.250   1.0700   0.04726   0.03850   0.0425   0.0653   1.0000
  13.500   1.0716   0.04968   0.04116   0.0431   0.0641   1.0000
  13.750   1.0717   0.05229   0.04398   0.0433   0.0629   1.0000
  14.000   1.0706   0.05508   0.04695   0.0434   0.0618   1.0000
  14.250   1.0686   0.05803   0.05005   0.0431   0.0608   1.0000
  14.500   1.0665   0.06106   0.05321   0.0426   0.0599   1.0000
  14.750   1.0652   0.06408   0.05632   0.0420   0.0591   1.0000
  15.000   1.0658   0.06697   0.05926   0.0414   0.0583   1.0000
  15.250   1.0669   0.06989   0.06222   0.0408   0.0577   1.0000
  15.500   1.0480   0.07560   0.06821   0.0383   0.0573   1.0000
  15.750   1.0235   0.08248   0.07538   0.0348   0.0570   1.0000
  16.000   0.9901   0.09137   0.08456   0.0297   0.0568   1.0000
  16.250   0.9327   0.10566   0.09919   0.0207   0.0569   1.0000
