  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 65(2)-215                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   4.250   0.5474   0.02060   0.01296  -0.0249   0.6794   0.8514
   4.500   0.5696   0.02071   0.01320  -0.0241   0.6721   0.8592
   4.750   0.5954   0.02056   0.01318  -0.0233   0.6645   0.8648
   5.000   0.6185   0.02043   0.01320  -0.0222   0.6544   0.8724
   5.250   0.6452   0.01977   0.01263  -0.0209   0.6381   0.8792
   5.500   0.6686   0.01879   0.01165  -0.0187   0.6079   0.8873
   6.500   0.7244   0.01858   0.01072  -0.0072   0.3592   0.9312
   6.750   0.7206   0.02001   0.01153  -0.0032   0.2538   0.9504
   7.000   0.7252   0.02188   0.01279  -0.0017   0.1517   0.9731
   7.250   0.7330   0.02331   0.01384  -0.0006   0.0994   1.0000
   7.500   0.7405   0.02446   0.01481   0.0012   0.0788   1.0000
   7.750   0.7512   0.02558   0.01583   0.0025   0.0684   1.0000
   8.000   0.7636   0.02665   0.01692   0.0037   0.0614   1.0000
   8.250   0.7750   0.02783   0.01808   0.0048   0.0571   1.0000
   8.500   0.7883   0.02891   0.01923   0.0058   0.0527   1.0000
   8.750   0.8001   0.03014   0.02044   0.0069   0.0496   1.0000
   9.000   0.8129   0.03139   0.02172   0.0079   0.0474   1.0000
   9.250   0.8282   0.03255   0.02295   0.0088   0.0456   1.0000
   9.500   0.8444   0.03374   0.02420   0.0096   0.0435   1.0000
   9.750   0.8612   0.03493   0.02538   0.0102   0.0417   1.0000
  10.000   0.8798   0.03630   0.02667   0.0107   0.0397   1.0000
  10.250   0.9014   0.03749   0.02801   0.0112   0.0382   1.0000
  10.500   0.9252   0.03885   0.02952   0.0114   0.0370   1.0000
  10.750   0.9492   0.04034   0.03113   0.0116   0.0360   1.0000
  11.000   0.9719   0.04200   0.03293   0.0118   0.0350   1.0000
  11.250   0.9912   0.04372   0.03476   0.0121   0.0341   1.0000
  11.500   1.0088   0.04553   0.03665   0.0124   0.0331   1.0000
  11.750   1.0276   0.04779   0.03899   0.0125   0.0323   1.0000
  12.000   1.0330   0.05002   0.04157   0.0138   0.0317   1.0000
  12.250   1.0365   0.05255   0.04442   0.0149   0.0311   1.0000
  12.500   1.0376   0.05539   0.04757   0.0160   0.0308   1.0000
  12.750   1.0345   0.05851   0.05098   0.0171   0.0305   1.0000
  13.000   1.0284   0.06184   0.05460   0.0179   0.0303   1.0000
  13.250   1.0183   0.06556   0.05861   0.0185   0.0302   1.0000
  13.500   1.0059   0.06957   0.06288   0.0186   0.0301   1.0000
  13.750   0.9894   0.07415   0.06773   0.0183   0.0300   1.0000
  14.000   0.9705   0.07922   0.07305   0.0173   0.0301   1.0000
  14.250   0.9492   0.08491   0.07898   0.0156   0.0301   1.0000
  14.500   0.9242   0.09156   0.08586   0.0128   0.0302   1.0000
  14.750   0.8974   0.09924   0.09376   0.0088   0.0304   1.0000
  15.000   0.8664   0.10879   0.10350   0.0031   0.0307   1.0000
  15.250   0.8338   0.12045   0.11530  -0.0044   0.0311   1.0000
