 
       XFOIL         Version 6.96
  
 Calculated polar for: E63  (4.25%)                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   7.000   1.4638   0.02115   0.01527  -0.1749   0.0012   1.0000
   7.250   1.4818   0.02328   0.01763  -0.1727   0.0013   1.0000
   7.500   1.4997   0.02585   0.02049  -0.1705   0.0013   1.0000
   7.750   1.5161   0.02903   0.02401  -0.1681   0.0014   1.0000
   8.000   1.5305   0.03235   0.02777  -0.1653   0.0014   1.0000
   8.250   1.5445   0.03492   0.03062  -0.1629   0.0013   1.0000
   8.500   1.5581   0.03692   0.03284  -0.1607   0.0012   1.0000
   8.750   1.5698   0.03904   0.03518  -0.1582   0.0011   1.0000
   9.000   1.5717   0.04332   0.03986  -0.1540   0.0011   1.0000
   9.250   1.5808   0.04494   0.04165  -0.1516   0.0010   1.0000
   9.500   1.5778   0.04869   0.04570  -0.1472   0.0009   1.0000
   9.750   1.5684   0.05210   0.04936  -0.1421   0.0009   1.0000
  10.000   1.5453   0.05674   0.05429  -0.1353   0.0009   1.0000
  10.250   1.5371   0.05917   0.05687  -0.1314   0.0009   1.0000
  10.500   1.5108   0.06476   0.06272  -0.1266   0.0009   1.0000
  10.750   1.4792   0.07168   0.06990  -0.1232   0.0009   1.0000
  11.000   1.4429   0.08022   0.07868  -0.1222   0.0010   1.0000
  11.250   1.4300   0.08502   0.08360  -0.1231   0.0009   1.0000
  11.500   1.4074   0.09284   0.09158  -0.1261   0.0009   1.0000
  11.750   1.3704   0.10645   0.10539  -0.1342   0.0010   1.0000
  12.000   1.3630   0.11416   0.11319  -0.1404   0.0010   1.0000
