  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0015                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
 -12.750  -1.2196   0.02378   0.01715  -0.0286   1.0000   0.0363
 -12.500  -1.2071   0.02296   0.01628  -0.0271   1.0000   0.0370
 -12.250  -1.1940   0.02222   0.01549  -0.0255   1.0000   0.0377
 -12.000  -1.1805   0.02155   0.01476  -0.0237   1.0000   0.0384
 -11.750  -1.1669   0.02094   0.01408  -0.0219   1.0000   0.0390
 -11.500  -1.1557   0.02026   0.01338  -0.0196   1.0000   0.0399
 -11.250  -1.1436   0.01969   0.01279  -0.0172   1.0000   0.0407
 -11.000  -1.1292   0.01917   0.01224  -0.0152   1.0000   0.0418
 -10.750  -1.1135   0.01870   0.01173  -0.0133   1.0000   0.0429
 -10.500  -1.0973   0.01827   0.01126  -0.0114   1.0000   0.0441
 -10.250  -1.0822   0.01781   0.01079  -0.0093   1.0000   0.0455
 -10.000  -1.0673   0.01737   0.01035  -0.0071   1.0000   0.0473
  -9.750  -1.0517   0.01699   0.00995  -0.0050   1.0000   0.0492
  -9.500  -1.0359   0.01663   0.00957  -0.0029   1.0000   0.0512
  -9.250  -1.0209   0.01624   0.00919  -0.0007   1.0000   0.0536
  -9.000  -1.0052   0.01590   0.00885   0.0015   1.0000   0.0564
  -8.750  -0.9786   0.01548   0.00843   0.0014   0.9983   0.0602
  -8.500  -0.9470   0.01508   0.00804   0.0002   0.9957   0.0649
  -8.250  -0.9150   0.01464   0.00764  -0.0010   0.9934   0.0706
  -8.000  -0.8842   0.01425   0.00727  -0.0019   0.9903   0.0765
  -7.750  -0.8529   0.01388   0.00692  -0.0029   0.9868   0.0832
  -7.500  -0.8204   0.01349   0.00657  -0.0042   0.9839   0.0902
  -7.250  -0.7866   0.01313   0.00624  -0.0057   0.9815   0.0976
  -7.000  -0.7577   0.01281   0.00594  -0.0060   0.9759   0.1053
  -6.750  -0.7266   0.01245   0.00563  -0.0069   0.9713   0.1144
  -6.500  -0.6959   0.01212   0.00534  -0.0077   0.9665   0.1248
  -6.250  -0.6677   0.01181   0.00508  -0.0078   0.9593   0.1358
  -6.000  -0.6367   0.01150   0.00482  -0.0086   0.9538   0.1479
  -5.750  -0.6102   0.01122   0.00459  -0.0084   0.9446   0.1600
  -5.500  -0.5816   0.01092   0.00434  -0.0085   0.9368   0.1747
  -5.000  -0.5293   0.01031   0.00390  -0.0079   0.9158   0.2132
  -4.750  -0.5028   0.01006   0.00369  -0.0075   0.9043   0.2304
  -4.500  -0.4768   0.00984   0.00351  -0.0071   0.8913   0.2466
  -4.250  -0.4506   0.00963   0.00334  -0.0066   0.8779   0.2632
  -4.000  -0.4243   0.00945   0.00317  -0.0062   0.8636   0.2795
  -3.750  -0.3981   0.00928   0.00302  -0.0057   0.8483   0.2961
  -3.500  -0.3719   0.00914   0.00288  -0.0053   0.8321   0.3126
  -3.250  -0.3455   0.00901   0.00275  -0.0048   0.8149   0.3295
  -3.000  -0.3193   0.00888   0.00263  -0.0044   0.7971   0.3475
  -2.750  -0.2930   0.00876   0.00252  -0.0040   0.7790   0.3662
  -2.500  -0.2666   0.00866   0.00242  -0.0035   0.7606   0.3854
  -2.250  -0.2402   0.00857   0.00233  -0.0031   0.7420   0.4049
  -2.000  -0.2138   0.00849   0.00226  -0.0027   0.7234   0.4245
  -1.750  -0.1872   0.00843   0.00219  -0.0024   0.7045   0.4428
  -1.500  -0.1605   0.00837   0.00213  -0.0020   0.6857   0.4609
  -1.250  -0.1337   0.00833   0.00208  -0.0017   0.6667   0.4786
  -1.000  -0.1070   0.00830   0.00205  -0.0013   0.6475   0.4966
  -0.750  -0.0803   0.00827   0.00202  -0.0010   0.6283   0.5152
  -0.500  -0.0535   0.00825   0.00199  -0.0007   0.6089   0.5337
  -0.250  -0.0268   0.00824   0.00198  -0.0003   0.5897   0.5522
   0.000   0.0000   0.00824   0.00198   0.0000   0.5710   0.5710
   0.250   0.0268   0.00824   0.00198   0.0003   0.5523   0.5897
   0.500   0.0535   0.00825   0.00199   0.0007   0.5337   0.6089
   0.750   0.0803   0.00827   0.00202   0.0010   0.5152   0.6283
   1.000   0.1070   0.00830   0.00205   0.0013   0.4965   0.6475
   1.250   0.1338   0.00833   0.00208   0.0017   0.4786   0.6666
   1.500   0.1605   0.00837   0.00213   0.0020   0.4609   0.6857
   1.750   0.1872   0.00842   0.00219   0.0024   0.4428   0.7045
   2.000   0.2138   0.00849   0.00226   0.0027   0.4244   0.7235
   2.250   0.2402   0.00857   0.00233   0.0031   0.4049   0.7421
   2.500   0.2666   0.00866   0.00242   0.0035   0.3854   0.7607
   2.750   0.2930   0.00876   0.00252   0.0040   0.3661   0.7790
   3.000   0.3193   0.00888   0.00263   0.0044   0.3476   0.7971
   3.250   0.3456   0.00901   0.00275   0.0048   0.3295   0.8149
   3.500   0.3719   0.00914   0.00288   0.0053   0.3126   0.8321
   3.750   0.3982   0.00929   0.00302   0.0057   0.2961   0.8483
   4.000   0.4244   0.00945   0.00317   0.0062   0.2795   0.8636
   4.250   0.4506   0.00963   0.00334   0.0066   0.2632   0.8778
   4.500   0.4768   0.00984   0.00351   0.0070   0.2466   0.8913
   4.750   0.5029   0.01006   0.00369   0.0075   0.2305   0.9044
   5.000   0.5294   0.01031   0.00390   0.0078   0.2132   0.9158
   5.500   0.5817   0.01092   0.00434   0.0085   0.1746   0.9369
   5.750   0.6102   0.01122   0.00459   0.0083   0.1600   0.9447
   6.000   0.6367   0.01150   0.00482   0.0086   0.1479   0.9538
   6.250   0.6678   0.01181   0.00508   0.0078   0.1357   0.9593
   6.500   0.6959   0.01212   0.00534   0.0077   0.1248   0.9665
   6.750   0.7267   0.01245   0.00563   0.0069   0.1145   0.9713
   7.000   0.7578   0.01281   0.00594   0.0060   0.1053   0.9760
   7.250   0.7867   0.01313   0.00624   0.0056   0.0975   0.9815
   7.500   0.8205   0.01349   0.00657   0.0042   0.0902   0.9839
   7.750   0.8530   0.01388   0.00692   0.0029   0.0831   0.9869
   8.000   0.8843   0.01425   0.00727   0.0019   0.0765   0.9903
   8.250   0.9151   0.01464   0.00764   0.0010   0.0705   0.9935
   8.500   0.9472   0.01507   0.00804  -0.0003   0.0649   0.9958
   8.750   0.9788   0.01548   0.00843  -0.0014   0.0601   0.9983
   9.000   1.0051   0.01590   0.00885  -0.0015   0.0564   1.0000
   9.250   1.0209   0.01623   0.00919   0.0007   0.0536   1.0000
   9.500   1.0358   0.01663   0.00957   0.0029   0.0511   1.0000
   9.750   1.0517   0.01698   0.00995   0.0050   0.0492   1.0000
  10.000   1.0674   0.01737   0.01035   0.0071   0.0473   1.0000
  10.250   1.0823   0.01781   0.01079   0.0093   0.0455   1.0000
  10.500   1.0974   0.01826   0.01126   0.0114   0.0441   1.0000
  10.750   1.1137   0.01869   0.01173   0.0132   0.0429   1.0000
  11.000   1.1295   0.01917   0.01224   0.0151   0.0417   1.0000
  11.250   1.1440   0.01969   0.01279   0.0171   0.0407   1.0000
  11.500   1.1562   0.02026   0.01338   0.0195   0.0399   1.0000
  11.750   1.1675   0.02094   0.01408   0.0218   0.0390   1.0000
  12.000   1.1812   0.02155   0.01475   0.0236   0.0384   1.0000
  12.250   1.1947   0.02222   0.01548   0.0253   0.0377   1.0000
  12.500   1.2079   0.02296   0.01627   0.0269   0.0370   1.0000
  12.750   1.2204   0.02378   0.01714   0.0285   0.0363   1.0000
  13.000   1.2319   0.02470   0.01812   0.0299   0.0356   1.0000
  13.250   1.2424   0.02575   0.01922   0.0313   0.0351   1.0000
  13.500   1.2512   0.02697   0.02049   0.0326   0.0346   1.0000
  13.750   1.2578   0.02843   0.02200   0.0338   0.0341   1.0000
  14.000   1.2672   0.02977   0.02342   0.0347   0.0337   1.0000
  14.250   1.2762   0.03121   0.02494   0.0354   0.0332   1.0000
  14.500   1.2841   0.03281   0.02664   0.0359   0.0328   1.0000
  14.750   1.2908   0.03461   0.02852   0.0362   0.0323   1.0000
  15.000   1.2963   0.03660   0.03059   0.0364   0.0320   1.0000
  15.250   1.3009   0.03879   0.03286   0.0363   0.0316   1.0000
  15.500   1.3042   0.04119   0.03534   0.0361   0.0312   1.0000
  15.750   1.3058   0.04387   0.03811   0.0356   0.0308   1.0000
  16.000   1.3056   0.04685   0.04117   0.0349   0.0305   1.0000
  16.250   1.3032   0.05016   0.04456   0.0340   0.0302   1.0000
  16.500   1.2984   0.05384   0.04833   0.0329   0.0299   1.0000
  16.750   1.2915   0.05787   0.05245   0.0315   0.0296   1.0000
  17.000   1.2874   0.06167   0.05636   0.0302   0.0294   1.0000
  17.250   1.2831   0.06559   0.06038   0.0287   0.0292   1.0000
  17.500   1.2774   0.06975   0.06467   0.0271   0.0289   1.0000
  17.750   1.2705   0.07416   0.06919   0.0253   0.0287   1.0000
  18.000   1.2628   0.07876   0.07389   0.0233   0.0284   1.0000
  18.250   1.2545   0.08352   0.07876   0.0213   0.0282   1.0000
  18.500   1.2455   0.08842   0.08377   0.0191   0.0279   1.0000
  18.750   1.2360   0.09347   0.08892   0.0168   0.0277   1.0000
  19.000   1.2264   0.09864   0.09418   0.0144   0.0274   1.0000
  19.250   1.2165   0.10387   0.09951   0.0119   0.0272   1.0000
