  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 23012  12%                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   4.250   0.6236   0.02332   0.01103  -0.0109   0.3777   1.0000
   4.500   0.6461   0.02385   0.01150  -0.0100   0.3647   1.0000
   4.750   0.6685   0.02442   0.01207  -0.0091   0.3519   1.0000
   5.000   0.6912   0.02501   0.01267  -0.0083   0.3408   1.0000
   5.250   0.7141   0.02561   0.01319  -0.0075   0.3310   1.0000
   5.500   0.7363   0.02627   0.01394  -0.0066   0.3202   1.0000
   5.750   0.7593   0.02693   0.01458  -0.0059   0.3116   1.0000
   6.000   0.7814   0.02765   0.01540  -0.0051   0.3022   1.0000
   6.250   0.8039   0.02839   0.01616  -0.0043   0.2940   1.0000
   6.500   0.8258   0.02916   0.01703  -0.0035   0.2855   1.0000
   6.750   0.8481   0.02998   0.01790  -0.0027   0.2780   1.0000
   7.000   0.8692   0.03084   0.01889  -0.0019   0.2698   1.0000
   7.250   0.8914   0.03168   0.01976  -0.0011   0.2629   1.0000
   7.500   0.9110   0.03271   0.02102  -0.0002   0.2550   1.0000
   7.750   0.9341   0.03348   0.02172   0.0005   0.2485   1.0000
   8.000   0.9508   0.03475   0.02333   0.0016   0.2406   1.0000
   8.250   0.9726   0.03559   0.02419   0.0024   0.2341   1.0000
   8.500   0.9884   0.03695   0.02583   0.0035   0.2266   1.0000
   8.750   1.0076   0.03798   0.02697   0.0045   0.2199   1.0000
   9.000   1.0241   0.03926   0.02842   0.0056   0.2133   1.0000
   9.250   1.0384   0.04063   0.03005   0.0069   0.2061   1.0000
   9.500   1.0587   0.04153   0.03094   0.0077   0.2002   1.0000
   9.750   1.0645   0.04354   0.03336   0.0095   0.1929   1.0000
  10.000   1.0848   0.04428   0.03408   0.0104   0.1869   1.0000
  10.250   1.0859   0.04662   0.03682   0.0123   0.1804   1.0000
  10.500   1.0972   0.04792   0.03825   0.0137   0.1741   1.0000
  10.750   1.1045   0.04960   0.04008   0.0152   0.1686   1.0000
  11.000   1.0962   0.05242   0.04323   0.0174   0.1631   1.0000
  11.250   1.1192   0.05250   0.04323   0.0183   0.1573   1.0000
  11.500   1.0925   0.05658   0.04765   0.0209   0.1539   1.0000
  11.750   1.0571   0.06197   0.05332   0.0220   0.1513   1.0000
  12.000   0.9917   0.07273   0.06429   0.0180   0.1506   1.0000
  12.250   0.8694   0.09881   0.09032   0.0020   0.1474   1.0000
